,exh,exp,pred,mem,stre,actu,sens,NAavg,NAamp,NAz,NAt,NAfreq,Aavg,Aamp,Az,At,Afreq
490,0,1,0,1,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
491,0,1,0,1,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
492,0,1,0,1,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
493,0,1,0,1,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
494,0,1,0,1,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
495,0,1,0,1,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
496,0,1,0,1,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
497,0,1,0,1,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
498,0,1,0,1,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
499,0,1,0,1,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
500,0,1,0,1,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
501,0,1,0,1,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
502,0,1,0,1,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
503,0,1,0,1,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
504,0,1,0,1,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
505,0,1,0,1,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
506,0,1,0,1,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
507,0,1,0,1,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
508,0,1,0,1,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
509,0,1,0,1,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
510,0,1,0,1,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
511,0,1,0,1,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
512,0,1,0,1,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
513,0,1,0,5,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
514,0,1,0,5,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
515,0,1,0,5,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
516,0,1,0,5,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
517,0,1,0,5,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
518,0,1,0,5,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
519,0,1,0,5,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
520,0,1,0,5,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
521,0,1,0,5,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
522,0,1,0,5,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
523,0,1,0,5,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
524,0,1,0,5,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
525,0,1,0,5,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
526,0,1,0,5,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
527,0,1,0,5,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
528,0,1,0,5,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
529,0,1,0,5,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
530,0,1,0,5,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
531,0,1,0,5,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
532,0,1,0,5,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
533,0,1,0,5,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
534,0,1,0,5,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
535,0,1,0,5,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
536,0,1,0,5,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
537,0,1,0,5,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
538,0,1,0,5,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
539,0,1,0,5,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
540,0,1,1,1,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
541,0,1,1,1,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
542,0,1,1,1,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
543,0,1,1,1,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
544,0,1,1,1,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
545,0,1,1,1,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
546,0,1,1,1,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
547,0,1,1,1,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
548,0,1,1,1,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
549,0,1,1,1,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
550,0,1,1,1,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
551,0,1,1,1,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
552,0,1,1,1,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
553,0,1,1,1,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
554,0,1,1,1,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
555,0,1,1,1,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
556,0,1,1,1,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
557,0,1,1,1,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
558,0,1,1,1,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
559,0,1,1,1,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
560,0,1,1,1,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
561,0,1,1,1,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
562,0,1,1,1,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
563,0,1,1,1,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
564,0,1,1,1,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
565,0,1,1,1,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
566,0,1,1,1,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
567,0,1,1,5,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
568,0,1,1,5,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
569,0,1,1,5,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
570,0,1,1,5,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
571,0,1,1,5,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
572,0,1,1,5,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
573,0,1,1,5,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
574,0,1,1,5,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
575,0,1,1,5,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
576,0,1,1,5,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
577,0,1,1,5,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
578,0,1,1,5,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
579,0,1,1,5,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
580,0,1,1,5,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
581,0,1,1,5,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
582,0,1,1,5,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
583,0,1,1,5,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
584,0,1,1,5,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
585,0,1,1,5,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
586,0,1,1,5,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
587,0,1,1,5,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
588,0,1,1,5,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
589,0,1,1,5,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
590,0,1,1,5,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
591,0,1,1,5,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
592,0,1,1,5,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
593,0,1,1,5,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
594,0,1,2,1,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
595,0,1,2,1,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
596,0,1,2,1,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
597,0,1,2,1,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
598,0,1,2,1,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
599,0,1,2,1,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
600,0,1,2,1,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
601,0,1,2,1,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
602,0,1,2,1,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
603,0,1,2,1,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
604,0,1,2,1,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
605,0,1,2,1,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
606,0,1,2,1,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
607,0,1,2,1,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
608,0,1,2,1,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
609,0,1,2,1,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
610,0,1,2,1,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
611,0,1,2,1,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
612,0,1,2,1,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
613,0,1,2,1,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
614,0,1,2,1,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
615,0,1,2,1,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
616,0,1,2,1,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
617,0,1,2,1,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
618,0,1,2,1,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
619,0,1,2,1,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
620,0,1,2,1,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
621,0,1,2,5,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
622,0,1,2,5,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
623,0,1,2,5,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
624,0,1,2,5,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
625,0,1,2,5,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
626,0,1,2,5,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
627,0,1,2,5,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
628,0,1,2,5,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
629,0,1,2,5,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
630,0,1,2,5,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
631,0,1,2,5,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
632,0,1,2,5,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
633,0,1,2,5,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
634,0,1,2,5,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
635,0,1,2,5,0.45,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
636,0,1,2,5,0.45,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
637,0,1,2,5,0.45,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
638,0,1,2,5,0.45,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
639,0,1,2,5,0.65,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
640,0,1,2,5,0.65,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
641,0,1,2,5,0.65,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
642,0,1,2,5,0.65,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
643,0,1,2,5,0.65,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
644,0,1,2,5,0.65,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
645,0,1,2,5,0.65,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
646,0,1,2,5,0.65,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
647,0,1,2,5,0.65,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
648,1,1,0,1,0.25,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
649,1,1,0,1,0.25,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
650,1,1,0,1,0.25,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
651,1,1,0,1,0.25,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
652,1,1,0,1,0.25,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
653,1,1,0,1,0.25,0.1,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
654,1,1,0,1,0.25,0.2,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
655,1,1,0,1,0.25,0.2,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
656,1,1,0,1,0.25,0.2,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
657,1,1,0,1,0.45,0.05,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
658,1,1,0,1,0.45,0.05,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
659,1,1,0,1,0.45,0.05,0.2,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
660,1,1,0,1,0.45,0.1,0.05,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
661,1,1,0,1,0.45,0.1,0.1,0.0,0.0,2,"[0, 0]","[0.0, 0.0]",0.0,0.0,2,"[0, 0]","[0.0, 0.0]"
